gene_symb,omim_id,pubmed_id
HFE,613609,10557317
HFE,613609,11336458
HFE,613609,19084217
HFE,613609,11812557
HFE,613609,8931958
HFE,613609,9326341
HFE,613609,9482831
HFE,613609,9054933
HFE,613609,11904676
HFE,613609,9106528
HFE,613609,9585606
HFE,613609,18566337
HFE,613609,10401000
HFE,613609,16043695
HFE,613609,12429850
HFE,613609,8490624
HFE,613609,8696333
HFE,613609,9465039
HFE,613609,9162021
HFE,613609,18524764
HFE,613609,8304341
HFE,613609,10545944
HFE,613609,7624800
HFE,613609,9020055
HFE,613609,24442307
HFE,613609,8896549
HFE,613609,10431233
HFE,613609,26028554
HFE,613609,9341868
HFE,613609,8896550
HFE,613609,15965644
HFE,613609,12737937
HFE,613609,9546397
HFE,613609,10381492
HFE,613609,14729817
HFE,613609,9851897
HFE,613609,12436244
HFE,613609,15280838
